X,Y,completeness,is_in_health_zone,amenity,speciality,addr_full,operator,water_source,changeset_id,opening_hours,operational_status,source,emergency,name,wheelchair,url,dispensing,operator_type
-72.29982868,18.53185613,10,,pharmacy,,,,,47913648,,,,,PNLT Anti-Tuberculosis Meds,,,,
-72.34010557,18.52465549,10,,hospital,,,,,15976286,,,,,Centre de santé Sainte Elizabeth,,,,
,,10,,hospital,,,,,59991798,,,,,Community Hospital of Bon Repos,,,,
-72.24719938,18.60210486,13,,doctors,,,,,7850781,,,hot-iom-cosmha,,"complexe medico-chirurgical,bon samaritain",,,,
-72.28216332,18.60257877,17,,pharmacy,,,,,16677898,24/7,,hot_cosma_iom,,,,,yes,
-72.61699671,19.14983407,10,,doctors,,,,,65768371,,,,,Centre Medical Dum. Mecene Sim.,,,,
-72.32975643,18.57799456,24,,hospital,,"Cite Soleil,Route Blv des Americains",,,41628173,,open,GRU_COSMHA,,AVSI,,,,community
-72.23433291,18.65636695,13,,pharmacy,,,,,36106479,,,Survey,,Ketou,,,,
-72.26153663,18.57450468,10,,clinic,,,,,45723616,,,,,Clinique Le Samaritain,,,,
-72.29079056,18.57048689,20,,pharmacy,,,,,53722767,,closed,hot_cosmha_iom,,Divine Pharmacie,,,pharmacie,
-72.31267747,18.54697658,6,,hospital,,,,,27470037,,,,,,,,,
-72.33833305,18.55527692,10,,hospital,,,,,11183180,,,,,Port-au-Prince Hôpital Asile Communal,,,,
-72.33442155,18.53605253,10,,doctors,,,,,68787656,,,,,Chitai,,,,
-72.50169182,18.81350727,13,,hospital,,,,,15830090,,,survey,,Mission Matana,,,,
-72.25170532,18.59249174,17,,doctors,,,,,16677898,,restricted,hot_iom_cosmha,,Sant medical Santo 20,,,,
-72.26502283,18.56002745,13,,pharmacy,,,,,16067001,Mo-Fr 08:30-14:00,,,,,,,yes,
-72.28348154,18.56859803,24,,clinic,dental,,,,33979156,,open,C-osm.ha/COOPI,,Clinique Dentaire beau sourire,,,,
-72.47894752,19.59454315,10,,hospital,,,,,10490175,,,,,CMP Progressio,,,,
-72.31324182,18.56289825,6,,hospital,,,,,6386171,,,,,,,,,
-73.19008344,19.85560859,13,,hospital,,,,,16677898,,,Nesly Jean Mary,,HOPITAL NOTRE DAME DE LA PAIX,,,,
-72.18393303,18.53947394,10,,hospital,,,,,6386171,,,,,SIF,,,,
-71.73722905,19.54640118,17,,pharmacy,,,,,34090712,,,bing; Survey,,Pharmacie La main divine,,,no,
-72.69875011,19.7156728,10,,clinic,,,,,39865636,,,,,Centre Anti-Tuberculose Carnafice (Mission Mennonite en Haiti),,,,
-72.30754137,18.54496685,17,,pharmacy,,"#56 Delmas 32,PaP: HT",,,13376784,,,,,Complexe Emi Pharma,,,,
-72.31632217,18.54061413,17,,hospital,,,,,75398098,,,http://haiti.ushahidi.com/reports/view/911,,French Hospital,,,,
-72.31108365,18.55555596,17,,pharmacy,,,,,16677898,,,iom_c-osm.ha,,Kendrelle,,,no,
-72.08286848,19.41043766,10,,hospital,,,,,72724897,,,,,Centre de Santé de Ranquitte,,,,
-72.36012575,19.51675146,10,,hospital,,,,,41879235,,,,,Centre de Santé de Marmelade,,,,
,,13,,hospital,,,,,42884253,,,,no,Klinik Timoun Nou Yo,,,,
-72.33498473,18.53899768,10,,hospital,,,,,9432507,,,,,SANATORIUM DE PORT AU PRINCE,,,,
-72.25409107,18.52123047,13,,hospital,,,SOEURS DE LA CHARITE DE ST YACINTHE,,9415267,,,,,Dispensaire Ste Claire de Freres,,,,
-72.24820387,18.66085856,17,,clinic,,,,,58864014,,,Survey-ARC,,Eben Ezer,,,,private
-72.49839966,19.20374244,13,,hospital,,,MSPP,,4177495,,,,,DISPENSAIRE OGE,,,,
-71.78473701,19.38740352,10,,hospital,,,,,4177495,,,,,CAL de Mont Organise,,,,
-72.20286674,18.81678652,17,,pharmacy,,,,,15830090,,,survey,,Pharmacy De Saut D'eau,,,no,
-71.76914365,19.44454212,13,,hospital,,,MISSION BAPTISTE,,4177495,,,,,CENTRE DE SANTE GENS DE NANTES,,,,
-73.17112332,19.72114325,13,,hospital,,,CHILD CARE,,3910148,,,,,DISPENSAIRE DE PETITE RIVIERE,,,,
-72.63618968,19.16524537,17,,hospital,,,,,16724243,,open,Bing With Offset,,Dispensaire de Bertan,,,,
-73.14796002,18.39856098,13,,hospital,,,MISSION EPISCOPALE / MSPP,,4177495,,,,,DISPENSAIRE ST MARC JANETTE,,,,
-72.25088457,18.65443333,17,,clinic,,,,,42383430,,,Survey-ARC,,Service de 1er Soin,,,,private
-72.27336156,18.56282315,17,,hospital,,"Ave Mais Gate,Route Petite Place Cazeau, Caradeux",,,19708641,,,CNIGS/OIM/FOCS,,King's Hospital,,,,
-72.28053656,18.6705659,13,,pharmacy,,,,,46689910,,,Survey,,Dieu L'homme Sans Egale Pharma,,,,
-72.67022884,19.14010662,13,,clinic,,,Non Gouvernementale,,63491936,,,,,Clinic du Lycee Jean-Baptiste Point du Sable,,,,
-72.60313807,18.51666594,17,,pharmacy,,,,,50120448,Tu-Su 08:00-15:00;Sa 08:00-12:00,,hot_oim_cosmha,,,,,yes,
-73.75338212,18.19723697,10,,doctors,,,,,15830090,,,survey,,,,,,
-73.74998275,18.19386326,13,,pharmacy,,,,,42631932,,,survey,,Pharmacie Bon Accceuil,,,,
-72.52236201,18.24777239,17,,pharmacy,,,hand for help,,16677898,,open,hot_c.osm-ha_iom,,,,,,
-73.88393772,18.28804727,13,,hospital,,,MSSP,,43519435,,,,,Ferme Leblanc,,,,
-72.30531254,18.56497839,17,,pharmacy,,,,,16677898,ferme,,hot--cosmha_oim,,pharmacie bon marché,,,,
-72.10072001,18.83131496,13,,hospital,,,Rév Jeannot Joseph Eglise Episcopale,,3987677,,,,,Clinique Saint Pierre,,,,
-72.3284046,18.57595265,17,,pharmacy,,,,,17465075,,open,"cosmha_iom,drr:iom",,Pharmacie progre,,,,
-72.24336927,18.55034594,17,,hospital,,Bojeux Parc Children's Amusement Park,IMANA - Comprehensive Disaster Response Services,,72115868,,,,,AIMER - IMANA - CDRS primary / emergency care medical facility,,,,
-73.34744303,19.69105146,10,,hospital,,,,,4177495,,,,,Plate Forme,,,,
-72.35709401,19.07041394,10,,hospital,,,,,4177495,,,,,Deslandes,,,,
-72.50293887,19.04602763,13,,hospital,,,,,4177495,,,Health Facility List provided by PAHO/WHO,,DP DE BASTIEN,,,,
,,13,,hospital,,,,,16677898,,Xrouge international,hot_OIM_Che116,,,,,,
,,6,,hospital,,,,,34516041,,,,,,,,,
-72.33890176,18.53871085,20,,pharmacy,,,,,16677898,,open,IOM_COSMHA,,Cetropharma,,,no,
-72.78883704,18.21248692,10,,hospital,,,,,4177495,,,,,Dispensaire Bras gauche,,,,
-72.34729138,18.53485375,10,,hospital,,,,,10823903,,,,,Centre de Santé du Portail Léogane,,,,
,,13,,clinic,,,,,15920481,,,Bing,,Clinique Medicale de Vertieres,,,,
-72.64411787,19.10768852,20,,hospital,,,Baucicault Stanilas,,16724243,,open,bing  with offset,,Fondation Esther Baucicault Stanislas (FEBS),,,,
-72.34190005,18.56039994,10,,hospital,,,,,72150516,,,,,Medical Center,,,,
-72.27527876,18.64425066,10,,pharmacy,,,,,46473336,,,Survey,,,,,,
-72.08334633,19.06613582,10,,hospital,,,,,4177495,,,,,ABRICOT,,,,
-72.63287983,18.51127747,13,,pharmacy,,,,,16677898,,,hot_oim_cosmha,,,,,pharmacy ste rose,
-72.23669602,18.66603103,13,,pharmacy,,,,,60187434,,,"UAV,IOM,COSMHA,SIGHA",,pharmacie rayon d'espoir,,,,
-72.32558015,18.54430216,13,,hospital,,Ave Poupelard (apres Ruelle Chretien),,,6386171,,,,,Clinique de la Sante,,,,
-72.25696815,18.5906644,20,,pharmacy,,,,,33979156,,open,C-osm.ha/COOPI,,Dynou Pharma,,,,
-72.50849557,18.2600922,13,,hospital,,,,,16677898,,,hot_c.osm-ha_iom,,DP DES ORANGERS,,,,
-72.78863588,20.04470172,10,,hospital,,,,,53650366,,,,,Marie Curie,,,,
-72.33902405,18.53924746,17,,doctors,,,,,16677898,Mo-Fr 08:00-16:00,,IOM_COSMHA,,Clinique medicale Chirurgicale et Steri Lab Laboratoire medical,,,,
-72.24020661,18.66449857,13,,pharmacy,,,,,35865289,,,Survey,,Sante plus Pharma,,,,
-72.32314554,18.57007165,10,,hospital,,,,,16197488,,,,,Hospital Caritas,,,,
,,6,,pharmacy,,,,,34511641,,,,,,,,,
-72.2773894,18.64598705,13,,pharmacy,,,,,46627875,,,survey,,,,,Dieu Qui Donne S.A,
-72.34015494,18.52523786,10,,pharmacy,,,,,51080924,,,,,Pharmacie,,,,
-72.49069702,19.02557797,10,,hospital,,,,,4177495,,,,,Barbe,,,,
-72.32245881,18.53378749,10,,hospital,,,,,41177105,,,,,Hospital & Medical Supplies,,,,
,,10,,doctors,,,,,16677898,,,hot_oim_che116,,,,,,
-72.24675397,18.61524969,10,,hospital,,,,,6386171,,,,,CENTRE DE SANTE PETITS AMIS DE JESUS,,,,
-74.02541008,18.24044996,10,,hospital,,,,,4177495,,,,,Coteaux,,,,
-73.13345732,19.83055332,13,,hospital,,,SUPPORT DE ID,,4177495,,,,,DISPENSAIRE DE GUINAUDEE,,,,
-72.18984386,19.73405448,17,,clinic,,,,,25842713,,,survey; GPS; Bing,,Clinique Miss Eveline,,,,private
-72.70097081,19.25811149,10,,hospital,,,,,4177495,,,,,Grande Saline,,,,
-72.87776828,19.79640804,13,,hospital,,,TCHAKA,,64318447,,,,,DISPENSAIRE LA NATIVITE,,,,
-72.33225122,18.53983955,17,,doctors,gynaecology,,,,57267263,,,,,Family Care,,,,
-73.28807384,19.67815733,17,,hospital,,,,,27401338,,,survey,,Dispensaire de Citerne Remy,,,,private
-72.33419264,18.53320117,10,,pharmacy,,,,,11628792,,,survey,,,,,,
-73.95143107,18.505214,10,,hospital,,,,,4177495,,,,,Sainte Claire de Corail,,,,
-72.28916271,18.51216637,10,,doctors,,,,,47913648,,,,,Dr. Nathalie Theard (Pediatric Doctor),,,,
-72.34013566,18.55003933,13,,hospital,,,,,6386171,,,crisiscampboston,,St. Vincent,,,,
-72.11357366,18.83683008,13,,hospital,,,,,15830090,,,survey,,Sant Dyagnostik Entegral Mibalè,,,,
-71.73362115,19.54913536,13,,pharmacy,,,,,29431244,,,Survey,,Viva Pharma,,,,
-72.27075697,18.62551769,13,,pharmacy,,,,,19463861,,,,,Pharmacie La Familia,,,yes,
-71.76029521,18.86820153,13,,hospital,,,Père René Blot,,16201811,,,,,Dispensaire Saint Michel Belladere,,,,
-72.47886152,19.59457098,10,,hospital,,,,,10490175,,,,,Disp de Gobert,,,,
-72.81164303,19.93350195,10,,hospital,,,,,12386825,,,,,FOSREF LAKAY PORT-DE-PAIX,,,,
-72.69938235,19.11230527,17,,pharmacy,,,,,24302427,,,Bing With Offset,,Pharmacie Christ Vivant,,,no,
-72.69825381,19.11345627,20,,hospital,,,,,37630178,,open,Bing with offset,,Clinique Altagras,,,,private
-72.09926432,18.83394143,13,,pharmacy,,,,,15830090,,,survey,,,,,Pharmatec pharmacie,
-72.66700004,19.76599992,10,,hospital,,,,,3910148,,,,,CS LA FOSSETTE,,,,
-73.21153265,19.66700629,13,,hospital,,,MSPP,,4177495,,,,,CENTRE DE SANTE BAIE DE HENNE,,,,
-72.61372593,19.84572599,10,,hospital,,,,,4177495,,,,,DP DE DITTY,,,,
,,20,,pharmacy,,,,,33979156,,open,C-osm.ha/COOPI,,Vierge Marie Bazar/Pharmacie,,,,
-72.31412016,18.58934576,10,,hospital,,,MSF,,24758464,,,,,,,,,
-72.50936612,18.50852535,10,,hospital,,,,,11112005,,,,,Dispensaire Bon Berger,,,,
-73.37795978,18.31728712,10,,hospital,,,,,11030725,,,,,DP MEN ANSANM DE SAINTE THERESE,,,,
-72.69892026,19.10354987,17,,hospital,,,,,16724243,,open,"Bing, COSMHA",,Centre de Sante de Petit-Bois,,,,
-72.45989638,19.21840097,10,,hospital,,,,,75413174,,,,,Hatte Chevreau,,,,
-72.11926354,19.33960337,13,,pharmacy,,,,,72657816,,,,,Pharmep,,,yes,
-72.39736118,18.23072645,17,,hospital,,,,,16677898,,open,hot _c.osm-ha_iom,,lopital kominotè kay jakmèl,,,,
-73.18789174,18.36296128,13,,hospital,,,EGLISE CATHOLIQUE / MSPP,,11151799,,,,,Dispensaire de Saint Joseph,,,,
-74.39575173,18.55767029,10,,hospital,,,,,42807194,,,,,SKS Petite Rivière de Dame Marie,,,,
-72.2327675,18.57905253,17,,pharmacy,,,,,16677898,,,hot_iom_cosmha,,Emmanuel Pharmacie Drugstore,,,no,
-72.69687633,19.87257884,10,,hospital,,,,,9350724,,,,,Glacis,,,,
-72.02573274,19.61267262,17,,pharmacy,,,,,16131610,,,survey,,Pharmacie protection,,,yes,
-72.25876616,18.59731812,13,,pharmacy,,,,,16677898,,,hot_iom_cosmha,,preci pharma,,,,
-72.62563795,19.49339478,10,,hospital,,,,,22223355,,,,,TARASSE,,,,
-73.36879811,19.69448527,13,,hospital,,,EGLISE CATHOLIQUE,,4177495,,,,,CLINIQUE MONT DES OLIVIERS,,,,
-72.23578348,18.61169049,17,,pharmacy,,,,,72116092,,,hot_iom_cosmha,,pharmacie de la vie,,,no,
-72.27584202,18.56013658,20,,pharmacy,,,,,16677898,Mo-Sa 08:00-16:00,open,hot_cosmha_iom,,pharmacie de st pierre.labo,,,,
-72.57974234,19.26078264,10,,hospital,,,,,4177495,,,,,DISPENSAIRE DESEAUX,,,,
-72.24911733,18.6630304,17,,pharmacy,,,,,42383430,,,Survey-ARC,,Calamida Pharmacie,,,no,
-72.33156944,18.55178662,13,,pharmacy,,,,,16677898,,,hot_iom_cosmha,,Pharmacie du Bien,,,,
-73.74942108,18.19351717,13,,pharmacy,,,,,42637487,,,survey,,Pharmacie Horizon,,,,
-72.6894679,19.44767477,24,,pharmacy,,gonaives rue louverture,,,16677898,lundi-samedi 08h am a 09h pm,,hot_cosmha_iom,,Pharmacie Ave Maria,,,no,
-74.093333,18.31774988,10,,hospital,,,,,4177495,,,,,DP SAINTE ANNE DE RENDEL,,,,
-71.86506548,18.33897546,13,,hospital,,,,,30004817,,,survey,,Centre de Santé de Gros Cheval,,,,
-72.51122724,18.7712779,13,,pharmacy,,,,,15830090,,,survey,,A Belle Mini Pharma,,,,
-72.14999923,19.16666619,10,,hospital,,,,,4177495,,,,,DISPENSAIRE DE CINQUIEME,,,,
,,13,,hospital,,,,,49377705,,,"Ikonos, GeoEye, 2010-01-17",,HOPITAL SAINT AGNES DE BEAUMONT,,,,
-72.33125277,18.60411232,17,,hospital,,"Port-au-Prince, Cité Soleil, village rapatrier Paul Egeune Magloire",,,17465075,,open,,,Clinique tann pou tann,,,,
-74.04057504,18.51526599,10,,hospital,,,,,4177495,,,,,CMS de Gébeau à Roseaux,,,,
-72.27981504,18.60835466,10,,pharmacy,,,,,73849083,,,,,,,,yes,
-72.40809001,18.52960399,10,,hospital,,,,,6386171,,,,,Grace church mission,,,,
-71.78985341,19.16299139,13,,hospital,,,MSPP,,30940814,,,,,Centre de Santé de Cerca-la-Source,,,,
-72.2585898,19.61620425,13,,hospital,,,MSPP,,4177495,,,,,DISPENSAIRE DE ROBILLARD,,,,
,,17,,hospital,,,MSPP,,43409786,,,digitalglobe,,Les Anglais,,,,
-72.36206465,18.50686548,20,,hospital,,"Morne l'hopital,rue st jude 8e section martissant(pap/ht)",,,41628173,,open,,,centre de sante st jude,,,,private_non_profit
-72.6934882,19.10367493,13,,doctors,,,,,19715738,08:00-16:00,,,,Fondation Esther Bourcicault Stanislas,,,,
,,10,,hospital,,,,,34657002,,,,,A Bientot (L'Hopital SMA),,,,
-71.77249608,19.54524029,17,,clinic,,,,,35361505,,,surrvey,,Clinique de Dieu le tout Puissant,,,,private
-71.72768265,19.54723904,17,,pharmacy,,,,,16065683,,,survey,,"pharmacie du Coin,",,,no,
-72.69966776,19.11209597,13,,doctors,,,,,24302427,,,Bing with offset,,Cadiolab Laboratoire Graphtech,,,,
-72.62150006,19.35585697,10,,hospital,,,,,6404017,,,,,Mapou Lagon,,,,
-74.39865807,18.46063593,10,,hospital,,,,,43571019,,,,,Sainte Hélène d'Anse d'Hainault,,,,
,,17,,hospital,,,,,19091076,,,,no,Klinik Lasante,limited,,,
-72.34148992,18.55570314,10,,hospital,,,,,6386171,,,,,CEGYPEF,,,,
-74.30001204,18.63330876,13,,hospital,,,,,45142787,,,Sahana Foundation,,Maternité des Abricots,,,,
-72.34705643,18.52853388,10,,hospital,,,,,14836029,,,,,Centre de Santé APROCIPHA,,,,
-72.39595302,18.23118402,24,,pharmacy,,,,,16677898,24/7,open,hot _c.osm-ha_iom,,pharmacie mont carmel,,,no,
-72.14462324,19.64078628,13,,doctors,,,,,16241903,,,survey,,Croix Rouge,,,,
-74.25910165,18.55977876,13,,hospital,,,MSPP,,43246478,,,,,Centre de santé de Moron,,,,
-73.75000002,18.26699997,10,,hospital,,,,,4177495,,,,,CENTRE LAKAY DES CAYES,,,,
-72.09957563,18.834414,13,,hospital,,,,,15830090,,,survey,,Clinique anti-tuberculose,,,,
-72.31118851,18.5547228,10,,hospital,,,,,6386171,,,,,FOSREF-J. DELMAS 19,,,,
-72.67266328,19.77151086,10,,hospital,,,,,4177495,,,,,DISPENSAIRE DE VERNEUIL,,,,
-72.01812708,19.69243053,20,,hospital,,,MSPP,,16786046,,,bing,,Dispensaire de Caracol,,,,public
-71.92558517,19.22137068,13,,hospital,,,MSPP,,30642163,,,,,Centre de Santé communautaire,,,,
-72.71674748,18.34878983,13,,hospital,,,MSPP,,4177495,,,,,DP DE MEYER,,,,
-72.60791098,19.29897193,10,,hospital,,,,,7001483,,,iom_c.osm-ha,,,,,,
-72.27485975,18.58873187,10,,hospital,,,,,6386171,,,,,CENTRE MEDICO - CHIRUGICAL SAINT JEAN,,,,
-72.52407703,18.29640796,10,,hospital,,,,,4177495,,,,,Dispensaire Bellevue la Montagne,,,,
-71.95221314,18.49184285,17,,hospital,,,IFM,,69860557,,,"Michael Edwards, Michael Sorensen (http://sites.google.com/a/netspective.org/haiti-health-facilities/home/master-spreadsheet-discussion/view-submitted-corrections-issues )",,L'Eau de Vie de F.P,,,,
-72.29371811,18.56565573,20,,pharmacy,,,,,16677898,Mo-Fr 08:30-20:00,,hot_iom_cosmha,,pharmacie bon marché,,,no,
-72.23003584,18.5769387,13,,pharmacy,,,,,17378157,,,hot_iom_cosmha,,Pharmacie Beau Soleil,,,,
,,13,,hospital,,,EGLISE EPISCOPALE / MSPP,,6385826,,,,,CENTRE MATERNO INFANTIL DE LEOGANE,,,,
-72.54284964,19.18448494,13,,hospital,,,,,4177495,,,2005 MSPP database with geocodes,,DP DE JEAN DENIS,,,,
-72.31968214,18.53854857,17,,doctors,,,,,41628173,,open,,,Clinic Roger Emmanuel,,,,private_for_profit
,,10,,hospital,,,,,16677898,,,IOM/C-OSM.HA,,,,,,
-71.94001093,19.14159516,13,,hospital,,,Eglise,,30642163,,,,,Centre de Santé de Los Palis,,,,
-74.30660407,18.64950687,13,,clinic,,,Mission Mennonite en Haiti,,42709106,,,,,Centre Anti-Tuberculose Abricots,,,,
-72.31182922,18.55203522,17,,pharmacy,,,,,18339916,Mo-Su 09:00-21:00,,,,Pharmacie Eldorado,,,no,
-73.75017571,18.19481259,10,,pharmacy,,,,,15830090,,,survey,,,,,,
-72.11415888,19.3362284,13,,hospital,,,EGLISE CATHOLIQUE,,4177495,,,,,DISPENSAIRE ST JOSEPH,,,,
-73.74910131,18.19551139,13,,doctors,,,,,15830090,,,survey,,Constitution Mertenal,,,,
-71.82132268,18.74475756,10,,hospital,,,,,12126242,,,,,Dispensaire de Colombier,,,,
-72.02489765,19.61585229,20,,clinic,,,,,17302886,8:00-16:00,,survey,,La Formule Clinique Medicale,,,,private
-72.57210584,19.34586189,10,,hospital,,,,,6385826,,,,,DISPENSAIRE LA CROIX MISSIONNAIRE DE PERISSE,,,,
-72.26209595,18.66722638,17,,pharmacy,,,,,39076598,,,survey,,Succes Centre de sante,,,yes,
-72.69806447,19.10725366,17,,hospital,,,,,16724243,,open,bing  with offset,,Hopital Dioliva,,,,
,,13,,hospital,,,OFATMA,,47513976,,,,,Hopital OFATMA,,,,
-72.47291926,19.53905352,17,,hospital,,,EGLISE CATHOLIQUE,,6385826,,,Health Facility List provided by PAHO/WHO,,DISPENSAIRE ST HENRY ROSE THOMAS,,,,
-72.29595674,18.53907948,17,,pharmacy,,,,,16677898,,,IOM_C_OSM_HA,,La madone,,,no,
-72.6969345,19.91298263,13,,hospital,,,INITIATIVE PERSONNELLE AVEC AIDE DU MSPP,,4177495,,,,,DISPENSAIRE DE ZABRICO,,,,
-73.75248635,18.1985039,13,,pharmacy,,,,,15830090,,,survey,,,,,no,
-72.77386663,18.42663307,17,,hospital,,,,,16677898,,open,CNIGS/OIM/FOCS,,KAY SANTE CLINIQUE MEDICALE,,,,
-72.42840188,19.75062005,17,,hospital,,,EGLISE CATHOLIQUE,,4177495,,,Health Facility List provided by PAHO/WHO,,CENTRE DE SANTE SAINT MALACHY,,,,
,,17,,,,,,,33979156,,open,C-osm.ha/COOPI,,Centre hospitalier de tabarre,,,,
-72.69195297,19.44528467,20,,pharmacy,,,,,16677898,lundi-samedi 08h am a 09h pm,,hot_cosmha_iom,,complexe sainte anne pharma,,,no,
-72.03061863,18.7853859,10,,hospital,,,,,40526415,,,,,MARCHE CANARD,,,,
-72.28799788,18.51152222,6,,pharmacy,,,,,17785586,,,,,,,,,
-71.72469568,19.55476314,17,,pharmacy,,,,,15924234,,,surrvey,,Dieuavant tout Pharmacie,,,no,
-74.16104118,18.53383434,10,,hospital,,,,,66864409,,,,,Sainte Famille de Bordes,,,,
-72.02335278,19.65993222,17,,hospital,,,,,28354202,,,Survey,,Tecima,,,,public
,,6,,pharmacy,,,,,52475094,,,,,,,,,
-72.70302823,18.949722,10,,hospital,,,,,73555336,,,,,Red Cross / Bon Samaritan Clinic,,,,
-72.38193001,18.52765897,10,,hospital,,,,,6386171,,,,,CENTRE DE BIZOTON BIZOTON,,,,
-72.21997588,19.73780563,10,,dentist,,,,,15828845,,,,,Clinique Medicale Dentaire,,,,
-72.50625325,19.62963156,13,,hospital,,,,,4177495,,,Health Facility List provided by PAHO/WHO,,DISPENSAIRE DE GOBERT,,,,
-72.28049641,19.45129315,13,,hospital,,,MSPP,,4177495,,,,,DISPENSAIRE DE LALOMAS,,,,
-73.74306182,18.19326395,10,,doctors,,,,,15830090,,,survey,,,,,,
-74.44733296,18.37220987,10,,hospital,,,,,54579513,,,,,Saint Joseph de Carcasse,,,,
-72.79673984,19.78297093,17,,pharmacy,,,,,24462058,,,survey,,Sara,,,yes,
-72.6893555,19.31093249,10,,hospital,,,,,4177495,,,,,Disp. Descahos,,,,
-72.1142344,19.46941508,13,,hospital,,,MSPP,,4177495,,,,,DISPENSAIRE DE BAHON,,,,
-72.57187005,19.81216292,10,,hospital,,,,,4177495,,,,,DISPENSAIRE DE PETIT BOURG DE BORGNE,,,,
-72.46772248,19.59973767,10,,hospital,,,,,63920621,,,,,Hôpital de Plaisance,,,,
-72.32947757,18.54486694,10,,clinic,,,,,18449444,,,,,Centre de Santé la Providence,,,,
-72.28323696,18.60509502,20,,pharmacy,,,,,16677898,,open,hot_iom_cosmha,,Pharmacie Flamma divine,,,no,
-72.68018713,19.43850664,20,,pharmacy,,,,,33344944,24/7,,hot_cosmha_iom,,rhitana pharma,,,yes,
-71.76688213,19.61605849,13,,hospital,,,,,28982603,,,Survey,,,,,,public
-72.32322802,18.56881118,10,,hospital,,,,,6386171,,,,,hopitsl sainte catherine de cite soleil,,,,
-72.10481063,18.83631476,13,,pharmacy,,,,,15830090,,,survey,,,,,St. Michel Pharmacy,
-72.28428846,18.56792999,10,,pharmacy,,,,,73695718,,,,,Unipharma Plus,,,,
-72.53917711,18.23955536,24,,pharmacy,massage_therapy,,,,67240819,,,hot_c.osm-ha_iom,,centre de physiotherapie et de massage/pharmacie de materiel orthopedique,,,yes,
-73.02194867,19.66684972,17,,hospital,,,,,16677898,,open,hot_iom_cosmha,,Dispensaire de l'Arbre,,,,
-74.36542835,18.54535359,10,,hospital,,,,,12541975,,,,,Dispensaire de Desormeaux,,,,
-72.62558355,19.49340283,10,,hospital,,,,,22223355,,,,,TERRE BLANCHE,,,,
-74.11160002,18.62212193,13,,hospital,,,EGLISE METHODISTE D'HAITI,,4177495,,,,,CENTRE MEDICO - SOCIAL DE GEBEAU,,,,
-72.70073117,19.11287742,13,,pharmacy,,,,,24312956,,,,,Pharmacie St Antoine,,,no,
-73.74897064,18.19473456,13,,pharmacy,,,,,15830090,,,survey,,Pharmacie,,,,
-72.21220234,19.74011535,20,,clinic,,,Docteur Chery Thommy,,15777145,,,Bing;Survey,,Clinic Medical de cité du peuple,,,,private
-71.83987015,19.6654455,17,,hospital,,,,,16785793,,,survey,,AMIMED Laboratoire de Biologie Médicale et Pharmacie,,,,private
-72.18473643,19.73630116,17,,pharmacy,,,,,25842713,,,survey; GPS; Bing,,Jehovah Nissi Pharmacie,,,no,
-72.22367213,18.66392852,13,,pharmacy,,,,,36363118,,,"UAV,IOM,COSMHA,SIGHA",,Bon Secours Centre Premier Soin et Pharmacie,,,,
-74.06237645,18.50929892,13,,hospital,,,MSPP - EGLISE CATHOLIQUE,,4177495,,,,,LOPINEAU DISPENSAIRE ST ANTOINE DE PADONNE,,,,
-72.68333302,19.44999999,10,,hospital,,,,,45001192,,,,,GONAIVES HOSPITAL DOCTEUR BAUDIN,,,,
-73.65366337,18.30018225,10,,pharmacy,,,,,15830090,,,,,Pharmacie Communautaire de Cavaillon,,,,
-73.38032917,19.69932356,13,,hospital,,,COMMUNAUTE,,15695059,,,,,DISPENSAIRE ROCHEFORT,,,,
-71.98169447,18.51859529,17,,hospital,,,,,16677898,,open,iom_cos_mha,,love a child health center de fond parisien,,,,
-72.69189346,19.44338022,17,,pharmacy,,,,,17612580,7:00-17:00,,,,mama mini pharma,,,no,
-72.42406097,18.54390268,10,,clinic,,,,,40209207,,,,,Poste de Santé Gaspard Camara,,,,
,,13,,pharmacy,,,,,61506132,,,"UAV,IOM,COSMHA,SIGHA",,bon secours centre premier soin et pharmacie,,,,
-73.75054476,18.19629133,13,,dentist,,,,,15830090,,,survey,,Hoshina Dentaire,,,,
-72.02700611,19.61435269,17,,pharmacy,,,,,15705138,,,"Survey, Bing",,Pharmacie Christ Vivant,,,no,
-72.23931436,18.59271009,13,,hospital,,,,,16677898,,,hot_iom_cosmha,,Sodeth clinique hospitaliere,,,,
,,13,,hospital,,,,,16724243,,sante nutrition pour bebe,hot_oim_che116,,,,,,
-71.93160271,18.83395132,13,,hospital,,,,,27654892,,,"Bing, GPX",,Hopital St. Gabriel,,,,
-73.74991754,18.19473305,13,,pharmacy,,,,,15830090,,,survey,,Pharmacie El Shadai,,,,
-72.73399366,18.98835855,17,,hospital,,,Centre de Santé de Lanzac,,16724243,,open,bing  with offset,,,,,,
-72.18393303,18.53947394,10,,hospital,,,,,6386171,,,,,FBSA/CMS,,,,
-73.76078686,18.22800778,13,,hospital,,,Jean Louis Sony,,42884253,,,,,Centre de santé Cité Lumière,,,,
-74.26532144,18.47713286,10,,hospital,,,,,4177495,,,,,HHF de Moron,,,,
-72.88652226,19.58987284,13,,hospital,,,,,4177495,,,2005 MSPP database with geocodes,,DISPENSAIRE FIGUIER,,,,
-72.25110325,18.65345902,13,,pharmacy,,,,,39384646,,,Survey-ARC,,Marjo Pharma,,,,
-71.85307291,18.21546309,10,,hospital,,,,,4177495,,,,,Dispensaire Bleck,,,,
